S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
14906,04/09/2020,Uttarakhand,22180,6871,15009,300
14907,05/09/2020,Uttarakhand,23011,7188,15511,312
14908,06/09/2020,Uttarakhand,23961,7575,16056,330
14909,07/09/2020,Uttarakhand,24629,7640,16648,341
14910,08/09/2020,Uttarakhand,25436,7965,17123,348
14911,09/09/2020,Uttarakhand,26094,8261,17473,360
14912,10/09/2020,Uttarakhand,27211,8577,18262,372
14913,11/09/2020,Uttarakhand,28266,9106,18783,377
14914,12/09/2020,Uttarakhand,29221,9405,19428,388
14915,13/09/2020,Uttarakhand,30336,9781,20153,402
14916,14/09/2020,Uttarakhand,31973,10519,21040,414
14917,15/09/2020,Uttarakhand,33016,10374,22213,429
14918,16/09/2020,Uttarakhand,34407,10739,23230,438
14919,17/09/2020,Uttarakhand,35947,11068,24432,447
14920,18/09/2020,Uttarakhand,37139,11714,24965,460
14921,19/09/2020,Uttarakhand,38007,11293,26250,464
14922,20/09/2020,Uttarakhand,40085,12465,27142,478
14923,21/09/2020,Uttarakhand,40963,12455,28017,491
14924,22/09/2020,Uttarakhand,41777,12075,29201,501
14925,23/09/2020,Uttarakhand,42651,11831,30308,512
14926,24/09/2020,Uttarakhand,43720,11867,31324,529
14927,25/09/2020,Uttarakhand,44404,11507,32355,542
14928,26/09/2020,Uttarakhand,45332,10934,33843,555
14929,27/09/2020,Uttarakhand,46281,10856,34859,566
14930,28/09/2020,Uttarakhand,47045,10799,35672,574
14931,29/09/2020,Uttarakhand,47502,10066,36856,580
14932,30/09/2020,Uttarakhand,47995,9122,38282,591
14933,01/10/2020,Uttarakhand,49000,9111,39278,611
14934,02/10/2020,Uttarakhand,49248,8544,40079,625
14935,03/10/2020,Uttarakhand,49559,8504,40419,636
14936,04/10/2020,Uttarakhand,50062,8076,41338,648
14937,05/10/2020,Uttarakhand,51481,9089,41740,652
14938,06/10/2020,Uttarakhand,51991,8701,42621,669
14939,07/10/2020,Uttarakhand,52329,8414,43238,677
14940,08/10/2020,Uttarakhand,52959,8367,43904,688
14941,09/10/2020,Uttarakhand,53359,7849,44808,702
14942,10/10/2020,Uttarakhand,54063,7289,46058,716
14943,11/10/2020,Uttarakhand,54525,7321,46470,734
14944,12/10/2020,Uttarakhand,55051,7373,46931,747
14945,13/10/2020,Uttarakhand,55347,6976,47609,762
14946,14/10/2020,Uttarakhand,55641,6576,48283,782
14947,15/10/2020,Uttarakhand,56070,6145,49129,796
14948,16/10/2020,Uttarakhand,56493,5682,49997,814
14949,17/10/2020,Uttarakhand,57042,5692,50521,829
14950,18/10/2020,Uttarakhand,57648,5538,51186,924
14951,19/10/2020,Uttarakhand,58024,5728,51369,927
14952,20/10/2020,Uttarakhand,58360,5527,51900,933
14953,21/10/2020,Uttarakhand,58601,5364,52291,946
14954,22/10/2020,Uttarakhand,59106,5085,53061,960
14955,23/10/2020,Uttarakhand,59508,4897,53643,968
14956,24/10/2020,Uttarakhand,59796,4656,54161,979
14957,25/10/2020,Uttarakhand,60155,4542,54629,984
14958,26/10/2020,Uttarakhand,60376,4425,54958,993
14959,27/10/2020,Uttarakhand,60744,4080,55663,1001
14960,28/10/2020,Uttarakhand,60957,3865,56085,1007
14961,29/10/2020,Uttarakhand,61261,3696,56556,1009
14962,30/10/2020,Uttarakhand,61566,3545,57012,1009
14963,31/10/2020,Uttarakhand,61915,3634,57270,1011
14964,01/11/2020,Uttarakhand,62328,3883,57422,1023
14965,02/11/2020,Uttarakhand,62550,3914,57609,1027
14966,03/11/2020,Uttarakhand,62881,3802,58050,1029
14967,04/11/2020,Uttarakhand,63197,3705,58459,1033
14968,05/11/2020,Uttarakhand,63585,3818,58729,1038
14969,06/11/2020,Uttarakhand,64065,3680,59338,1047
14970,07/11/2020,Uttarakhand,64538,3736,59746,1056
14971,08/11/2020,Uttarakhand,65036,3890,60083,1063
14972,09/11/2020,Uttarakhand,65279,3972,60242,1065
14973,10/11/2020,Uttarakhand,65677,4149,60453,1075
14974,11/11/2020,Uttarakhand,66005,3955,60970,1080
14975,12/11/2020,Uttarakhand,66788,4251,61451,1086
14976,13/11/2020,Uttarakhand,67239,4156,61990,1093
14977,14/11/2020,Uttarakhand,67706,4307,62302,1097
14978,15/11/2020,Uttarakhand,68002,4417,62483,1102
14979,16/11/2020,Uttarakhand,68215,4565,62543,1107
14980,17/11/2020,Uttarakhand,68458,4184,63158,1116
14981,18/11/2020,Uttarakhand,68887,4165,63603,1119
14982,19/11/2020,Uttarakhand,69307,4147,64032,1128
14983,20/11/2020,Uttarakhand,69693,4133,64427,1133
14984,21/11/2020,Uttarakhand,70205,3505,65562,1138
14985,22/11/2020,Uttarakhand,70790,4082,65562,1146
14986,23/11/2020,Uttarakhand,71256,4368,65733,1155
14987,24/11/2020,Uttarakhand,71632,4298,66172,1162
14988,25/11/2020,Uttarakhand,72160,4638,66349,1173
14989,26/11/2020,Uttarakhand,72642,4658,66799,1185
14990,27/11/2020,Uttarakhand,72997,4682,67119,1196
14991,28/11/2020,Uttarakhand,73527,4812,67514,1201
14992,29/11/2020,Uttarakhand,73951,4876,67861,1214
14993,30/11/2020,Uttarakhand,74340,4970,68148,1222
14994,01/12/2020,Uttarakhand,74795,5059,68505,1231
14995,02/12/2020,Uttarakhand,75268,4947,69083,1238
14996,03/12/2020,Uttarakhand,75784,4955,69578,1251
14997,04/12/2020,Uttarakhand,76275,4967,70045,1263
14998,05/12/2020,Uttarakhand,76893,4994,70626,1273
14999,06/12/2020,Uttarakhand,77573,5176,71116,1281
15000,07/12/2020,Uttarakhand,77997,5223,71489,1285
15001,08/12/2020,Uttarakhand,78509,5234,71980,1295
15002,09/12/2020,Uttarakhand,79141,5399,72435,1307
15003,10/12/2020,Uttarakhand,79656,5456,72880,1320
15004,11/12/2020,Uttarakhand,80486,5742,73412,1332
15005,12/12/2020,Uttarakhand,81211,5934,73936,1341
15006,13/12/2020,Uttarakhand,81939,6207,74381,1351
15007,14/12/2020,Uttarakhand,82429,6293,74781,1355
15008,15/12/2020,Uttarakhand,83006,6144,75501,1361
15009,17/12/2020,Uttarakhand,84069,6140,76554,1375
15010,18/12/2020,Uttarakhand,84689,6062,77243,1384
15011,19/12/2020,Uttarakhand,85269,6067,77803,1399
15012,20/12/2020,Uttarakhand,85853,6074,78371,1408
15013,21/12/2020,Uttarakhand,86317,6177,78727,1413
15014,22/12/2020,Uttarakhand,86765,5584,79755,1426
15015,23/12/2020,Uttarakhand,87376,5512,80425,1439
15016,24/12/2020,Uttarakhand,87940,5507,80986,1447
15017,25/12/2020,Uttarakhand,88376,5331,81587,1458
15018,26/12/2020,Uttarakhand,88844,5510,81871,1463
15019,27/12/2020,Uttarakhand,89218,5444,82298,1476
15020,28/12/2020,Uttarakhand,89645,5625,82537,1483
15021,29/12/2020,Uttarakhand,89850,5511,82850,1489
15022,30/12/2020,Uttarakhand,90167,5256,83416,1495
15023,31/12/2020,Uttarakhand,90616,4963,84149,1504
15024,03/01/2021,Uttarakhand,91544,4364,85658,1522
15025,04/01/2021,Uttarakhand,91811,4376,85908,1527
15026,05/01/2021,Uttarakhand,92112,3966,86611,1535
15027,06/01/2021,Uttarakhand,92366,3717,87105,1544
15028,07/01/2021,Uttarakhand,92593,3515,87529,1549
15029,08/01/2021,Uttarakhand,92842,3309,87978,1555
15030,09/01/2021,Uttarakhand,93111,3179,88370,1562
15031,10/01/2021,Uttarakhand,93398,3215,88615,1568
15032,11/01/2021,Uttarakhand,93621,3130,88918,1573
15033,12/01/2021,Uttarakhand,93777,2753,89446,1578
15034,13/01/2021,Uttarakhand,93961,2643,89729,1589
15035,14/01/2021,Uttarakhand,94170,2552,90025,1593
15036,15/01/2021,Uttarakhand,94324,2510,90218,1596
15037,16/01/2021,Uttarakhand,94465,2406,90457,1602
15038,17/01/2021,Uttarakhand,94691,2349,90736,1606
15039,18/01/2021,Uttarakhand,94803,2354,90838,1611
15040,19/01/2021,Uttarakhand,94923,2136,91170,1617
15041,20/01/2021,Uttarakhand,95039,1992,91428,1619
15042,21/01/2021,Uttarakhand,95192,2005,91565,1622
15043,22/01/2021,Uttarakhand,95354,1876,91852,1626
15044,23/01/2021,Uttarakhand,95464,1795,92040,1629
15045,24/01/2021,Uttarakhand,95586,1733,92224,1629
15046,25/01/2021,Uttarakhand,95640,1725,92284,1631
15047,27/01/2021,Uttarakhand,95741,1455,92650,1636
15048,28/01/2021,Uttarakhand,95826,1439,92748,1639
15049,29/01/2021,Uttarakhand,95908,1338,92928,1642
15050,30/01/2021,Uttarakhand,95986,1289,93055,1642
15051,31/01/2021,Uttarakhand,96068,1202,93223,1643
15052,01/02/2021,Uttarakhand,96129,1175,93310,1644
15053,02/02/2021,Uttarakhand,96180,1081,93451,1648
15054,03/02/2021,Uttarakhand,96227,1043,93533,1651
15055,04/02/2021,Uttarakhand,96281,997,93629,1655
15056,05/02/2021,Uttarakhand,96384,1002,93723,1659
15057,06/02/2021,Uttarakhand,96431,945,93824,1662
15058,07/02/2021,Uttarakhand,96478,937,93877,1664
15059,08/02/2021,Uttarakhand,96493,912,93913,1668
15060,09/02/2021,Uttarakhand,96536,808,94057,1671
15061,10/02/2021,Uttarakhand,96590,790,94127,1673
15062,11/02/2021,Uttarakhand,96625,712,94240,1673
15063,12/02/2021,Uttarakhand,96673,669,94328,1676
15064,13/02/2021,Uttarakhand,96722,648,94396,1678
15065,14/02/2021,Uttarakhand,96766,637,94449,1680
15066,15/02/2021,Uttarakhand,96820,687,94453,1680
15067,16/02/2021,Uttarakhand,96867,615,94572,1680
15068,17/02/2021,Uttarakhand,96920,564,94674,1682
15069,18/02/2021,Uttarakhand,96964,548,94733,1683
15070,19/02/2021,Uttarakhand,97005,549,94772,1684
15071,20/02/2021,Uttarakhand,97031,495,94850,1686
15072,21/02/2021,Uttarakhand,97031,495,94850,1686
15073,22/02/2021,Uttarakhand,97031,494,94850,1687
15074,23/02/2021,Uttarakhand,97031,492,94850,1689
15075,24/02/2021,Uttarakhand,97031,491,94850,1690
15076,25/02/2021,Uttarakhand,97031,491,94850,1690
15077,26/02/2021,Uttarakhand,97031,491,94850,1690
15078,27/02/2021,Uttarakhand,97031,490,94850,1691
15079,01/03/2021,Uttarakhand,97031,489,94850,1692
15080,02/03/2021,Uttarakhand,97031,459,94880,1692
15081,03/03/2021,Uttarakhand,97089,451,94946,1692
15082,04/03/2021,Uttarakhand,97134,463,94979,1692
15083,06/03/2021,Uttarakhand,97285,556,95035,1694
15084,07/03/2021,Uttarakhand,97363,596,95073,1694
15085,08/03/2021,Uttarakhand,97422,632,95095,1695
15086,09/03/2021,Uttarakhand,97480,662,95123,1695
15087,10/03/2021,Uttarakhand,97529,611,95223,1695
15088,11/03/2021,Uttarakhand,97565,600,95268,1697
15089,13/03/2021,Uttarakhand,97700,638,95362,1700
15090,14/03/2021,Uttarakhand,97754,583,95469,1702
15091,15/03/2021,Uttarakhand,97806,609,95494,1703
15092,16/03/2021,Uttarakhand,97866,581,95581,1704
15093,17/03/2021,Uttarakhand,97931,599,95628,1704
15094,18/03/2021,Uttarakhand,98041,672,95665,1704
15095,19/03/2021,Uttarakhand,98129,698,95727,1704
15096,20/03/2021,Uttarakhand,98228,728,95796,1704
15097,21/03/2021,Uttarakhand,98311,756,95851,1704
15098,22/03/2021,Uttarakhand,98448,861,95883,1704
15099,23/03/2021,Uttarakhand,98552,894,95954,1704
15100,24/03/2021,Uttarakhand,98646,930,96010,1706
15101,25/03/2021,Uttarakhand,98880,1112,96062,1706
15102,27/03/2021,Uttarakhand,99258,1162,96388,1708
15103,28/03/2021,Uttarakhand,99515,1339,96467,1709
15104,29/03/2021,Uttarakhand,99881,1660,96512,1709
15105,30/03/2021,Uttarakhand,99990,1724,96555,1711
15106,31/03/2021,Uttarakhand,100118,1696,96709,1713
15107,01/04/2021,Uttarakhand,100411,1863,96831,1717
15108,02/04/2021,Uttarakhand,100911,2236,96956,1719
15109,03/04/2021,Uttarakhand,101275,2404,97150,1721
15110,04/04/2021,Uttarakhand,101714,2638,97351,1725
15111,05/04/2021,Uttarakhand,102264,3017,97520,1727
15112,06/04/2021,Uttarakhand,102811,3201,97881,1729
15113,07/04/2021,Uttarakhand,103602,3607,98259,1736
15114,08/04/2021,Uttarakhand,104711,4526,98444,1741
15115,09/04/2021,Uttarakhand,105498,5042,98712,1744
15116,10/04/2021,Uttarakhand,106246,5384,99113,1749
15117,11/04/2021,Uttarakhand,107479,6241,99486,1752
15118,12/04/2021,Uttarakhand,108812,7323,99729,1760
15119,13/04/2021,Uttarakhand,110146,7846,100533,1767
15120,14/04/2021,Uttarakhand,112071,9353,100938,1780
15121,15/04/2021,Uttarakhand,114024,10770,101461,1793
15122,16/04/2021,Uttarakhand,116244,12484,101958,1802
15123,17/04/2021,Uttarakhand,118646,13546,103281,1819
15124,18/04/2021,Uttarakhand,121403,15386,104161,1856
15125,19/04/2021,Uttarakhand,124033,17293,104872,1868
15126,20/04/2021,Uttarakhand,126193,18864,105437,1892
15127,21/04/2021,Uttarakhand,129205,21014,106272,1919
15128,22/04/2021,Uttarakhand,134012,24893,107166,1953
15129,23/04/2021,Uttarakhand,138010,26980,109058,1972
15130,24/04/2021,Uttarakhand,142349,29949,110379,2021
15131,25/04/2021,Uttarakhand,147433,33330,112001,2102
15132,26/04/2021,Uttarakhand,151801,35864,113791,2146
15133,27/04/2021,Uttarakhand,156859,39031,115615,2213
15134,28/04/2021,Uttarakhand,162562,43032,117221,2309
15135,29/04/2021,Uttarakhand,168616,45383,120816,2417
15136,30/04/2021,Uttarakhand,174867,48319,124046,2502
15137,01/05/2021,Uttarakhand,180521,49492,128405,2624
15138,02/05/2021,Uttarakhand,186014,51127,132156,2731
15139,03/05/2021,Uttarakhand,191620,53612,135206,2802
15140,04/05/2021,Uttarakhand,197023,55436,138657,2930
15141,05/05/2021,Uttarakhand,204051,56627,144409,3015
15142,06/05/2021,Uttarakhand,211834,59526,149166,3142
15143,07/05/2021,Uttarakhand,220351,62911,154147,3293
15144,08/05/2021,Uttarakhand,229993,67691,158872,3430
15145,09/05/2021,Uttarakhand,238383,71174,163661,3548
15146,10/05/2021,Uttarakhand,244273,74114,166431,3728
15147,11/05/2021,Uttarakhand,249814,74480,171438,3896
15148,12/05/2021,Uttarakhand,256934,76500,176420,4014
15149,13/05/2021,Uttarakhand,264683,77082,183478,4123
15150,14/05/2021,Uttarakhand,264683,77082,183478,4123
15151,15/05/2021,Uttarakhand,271810,78304,189261,4245
15152,16/05/2021,Uttarakhand,283239,80000,198616,4623
15153,17/05/2021,Uttarakhand,287286,78802,203673,4811
15154,18/05/2021,Uttarakhand,291005,78608,207363,5034
15155,19/05/2021,Uttarakhand,295790,76232,214426,5132
15156,20/05/2021,Uttarakhand,300282,73172,221785,5325
15157,21/05/2021,Uttarakhand,303940,68643,229813,5484
15158,22/05/2021,Uttarakhand,307566,63373,238593,5600
15159,23/05/2021,Uttarakhand,310469,57929,246806,5734
15160,24/05/2021,Uttarakhand,313519,54735,252979,5805
15161,25/05/2021,Uttarakhand,315590,49579,260084,5927
15162,26/05/2021,Uttarakhand,318346,45568,266758,6020
15163,27/05/2021,Uttarakhand,321337,43520,271704,6113
15164,28/05/2021,Uttarakhand,323483,39237,278045,6201
15165,19/03/2020,West Bengal,1,1,0,0
15166,20/03/2020,West Bengal,1,1,0,0
15167,21/03/2020,West Bengal,2,2,0,0
15168,22/03/2020,West Bengal,4,4,0,0
15169,23/03/2020,West Bengal,7,7,0,0
15170,24/03/2020,West Bengal,7,6,0,1
15171,25/03/2020,West Bengal,9,8,0,1
15172,26/03/2020,West Bengal,9,8,0,1
15173,27/03/2020,West Bengal,10,9,0,1
15174,28/03/2020,West Bengal,15,14,0,1
15175,29/03/2020,West Bengal,17,16,0,1
15176,30/03/2020,West Bengal,19,18,0,1
15177,31/03/2020,West Bengal,26,24,0,2
15178,01/04/2020,West Bengal,26,24,0,2
15179,02/04/2020,West Bengal,37,28,6,3
15180,03/04/2020,West Bengal,53,47,3,3
15181,04/04/2020,West Bengal,63,57,3,3
15182,05/04/2020,West Bengal,69,56,10,3
15183,06/04/2020,West Bengal,80,67,10,3
15184,07/04/2020,West Bengal,91,75,13,3
15185,08/04/2020,West Bengal,99,81,13,5
15186,09/04/2020,West Bengal,103,82,16,5
15187,10/04/2020,West Bengal,116,95,16,5
15188,11/04/2020,West Bengal,116,95,16,5
15189,12/04/2020,West Bengal,134,110,19,5
15190,13/04/2020,West Bengal,152,116,29,7
15191,14/04/2020,West Bengal,190,147,36,7
15192,15/04/2020,West Bengal,213,169,37,7
15193,16/04/2020,West Bengal,231,182,42,7
15194,17/04/2020,West Bengal,255,194,51,10
15195,18/04/2020,West Bengal,287,222,55,10
15196,19/04/2020,West Bengal,310,236,62,12
15197,20/04/2020,West Bengal,339,261,66,12
15198,21/04/2020,West Bengal,392,307,73,12
15199,22/04/2020,West Bengal,423,335,73,15
15200,23/04/2020,West Bengal,456,362,79,15
15201,24/04/2020,West Bengal,514,396,103,15
15202,25/04/2020,West Bengal,571,450,103,18
15203,26/04/2020,West Bengal,611,488,105,18
15204,27/04/2020,West Bengal,649,524,105,20
15205,28/04/2020,West Bengal,697,568,109,20
15206,29/04/2020,West Bengal,725,584,119,22
15207,30/04/2020,West Bengal,758,612,124,22
15208,01/05/2020,West Bengal,795,623,139,33
15209,02/05/2020,West Bengal,795,623,139,33
15210,03/05/2020,West Bengal,922,738,151,33
15211,04/05/2020,West Bengal,963,777,151,35
15212,05/05/2020,West Bengal,1259,908,218,133
15213,06/05/2020,West Bengal,1344,840,364,140
15214,07/05/2020,West Bengal,1456,948,364,144
15215,08/05/2020,West Bengal,1548,1033,364,151
15216,09/05/2020,West Bengal,1678,1154,364,160
15217,10/05/2020,West Bengal,1786,1243,372,171
15218,11/05/2020,West Bengal,1939,1337,417,185
15219,12/05/2020,West Bengal,2063,1374,499,190
15220,13/05/2020,West Bengal,2173,1363,612,198
15221,14/05/2020,West Bengal,2290,1381,702,207
15222,15/05/2020,West Bengal,2377,1394,768,215
15223,16/05/2020,West Bengal,2461,1407,829,225
15224,17/05/2020,West Bengal,2576,1472,872,232
15225,18/05/2020,West Bengal,2677,1480,959,238
15226,19/05/2020,West Bengal,2825,1575,1006,244
15227,20/05/2020,West Bengal,2961,1637,1074,250
15228,21/05/2020,West Bengal,3103,1714,1136,253
15229,22/05/2020,West Bengal,3197,1745,1193,259
15230,23/05/2020,West Bengal,3332,1846,1221,265
15231,24/05/2020,West Bengal,3459,1909,1281,269
15232,25/05/2020,West Bengal,3667,2056,1339,272
15233,26/05/2020,West Bengal,3816,2124,1414,278
15234,27/05/2020,West Bengal,4009,2240,1486,283
15235,28/05/2020,West Bengal,4192,2325,1578,289
15236,29/05/2020,West Bengal,4536,2573,1668,295
15237,30/05/2020,West Bengal,4813,2736,1775,302
15238,31/05/2020,West Bengal,5130,2851,1970,309
15239,01/06/2020,West Bengal,5501,3027,2157,317
15240,02/06/2020,West Bengal,5772,3141,2306,325
15241,03/06/2020,West Bengal,6168,3423,2410,335
15242,04/06/2020,West Bengal,6508,3583,2580,345
15243,05/06/2020,West Bengal,6876,3753,2768,355
15244,06/06/2020,West Bengal,7303,4025,2912,366
15245,07/06/2020,West Bengal,7738,4236,3119,383
15246,08/06/2020,West Bengal,8187,4488,3303,396
15247,09/06/2020,West Bengal,8613,4743,3465,405
15248,10/06/2020,West Bengal,8985,4950,3620,415
15249,11/06/2020,West Bengal,9328,5117,3779,432
15250,12/06/2020,West Bengal,9768,5338,3988,442
15251,13/06/2020,West Bengal,10244,5587,4206,451
15252,14/06/2020,West Bengal,10698,5693,4542,463
15253,15/06/2020,West Bengal,11087,5552,5060,475
15254,16/06/2020,West Bengal,11494,5515,5494,485
15255,17/06/2020,West Bengal,11909,5386,6028,495
15256,18/06/2020,West Bengal,12300,5261,6533,506
15257,19/06/2020,West Bengal,12735,5216,7001,518
15258,20/06/2020,West Bengal,13090,5258,7303,529
15259,21/06/2020,West Bengal,13531,5126,7865,540
15260,22/06/2020,West Bengal,13945,5093,8297,555
15261,23/06/2020,West Bengal,14358,5102,8687,569
15262,24/06/2020,West Bengal,14728,4930,9218,580
15263,25/06/2020,West Bengal,15173,4880,9702,591
15264,26/06/2020,West Bengal,15648,4852,10190,606
15265,27/06/2020,West Bengal,16190,5039,10535,616
15266,28/06/2020,West Bengal,16711,5293,10789,629
15267,29/06/2020,West Bengal,17283,5451,11193,639
15268,30/06/2020,West Bengal,17907,5535,11719,653
15269,01/07/2020,West Bengal,18559,5761,12130,668
15270,02/07/2020,West Bengal,19170,5959,12528,683
15271,03/07/2020,West Bengal,19819,6083,13037,699
15272,04/07/2020,West Bengal,20488,6200,13571,717
15273,05/07/2020,West Bengal,21231,6329,14166,736
15274,06/07/2020,West Bengal,22126,6658,14711,757
15275,07/07/2020,West Bengal,22987,6973,15235,779
15276,08/07/2020,West Bengal,23837,7243,15790,804
15277,09/07/2020,West Bengal,24823,7705,16291,827
15278,10/07/2020,West Bengal,25911,8231,16826,854
15279,11/07/2020,West Bengal,27109,8881,17348,880
15280,12/07/2020,West Bengal,28453,9588,17959,906
15281,13/07/2020,West Bengal,30013,10500,18581,932
15282,14/07/2020,West Bengal,31448,11279,19213,956
15283,15/07/2020,West Bengal,32838,11927,19931,980
15284,16/07/2020,West Bengal,34427,12747,20680,1000
15285,17/07/2020,West Bengal,36117,13679,21415,1023
15286,18/07/2020,West Bengal,38011,14709,22253,1049
15287,19/07/2020,West Bengal,40209,15594,23539,1076
15288,20/07/2020,West Bengal,42487,16492,24883,1112
15289,21/07/2020,West Bengal,44769,17204,26418,1147
15290,22/07/2020,West Bengal,47030,17813,28035,1182
15291,23/07/2020,West Bengal,49321,18450,29650,1221
15292,24/07/2020,West Bengal,51757,18846,31656,1255
15293,25/07/2020,West Bengal,53973,19154,33529,1290
15294,26/07/2020,West Bengal,56377,19391,35654,1332
15295,27/07/2020,West Bengal,58718,19595,37751,1372
15296,28/07/2020,West Bengal,60830,19502,39917,1411
15297,29/07/2020,West Bengal,62964,19493,42022,1449
15298,30/07/2020,West Bengal,65258,19652,44116,1490
15299,31/07/2020,West Bengal,67692,19900,46256,1536
15300,01/08/2020,West Bengal,70188,20233,48374,1581
15301,02/08/2020,West Bengal,72777,20631,50517,1629
15302,03/08/2020,West Bengal,75516,21108,52730,1678
15303,04/08/2020,West Bengal,78232,21683,54818,1731
15304,05/08/2020,West Bengal,80984,22315,56884,1785
15305,06/08/2020,West Bengal,83800,22992,58962,1846
15306,07/08/2020,West Bengal,86754,23829,61023,1902
15307,08/08/2020,West Bengal,89666,24652,63060,1954
15308,09/08/2020,West Bengal,92615,25486,65124,2005
15309,10/08/2020,West Bengal,95554,26375,67120,2059
15310,11/08/2020,West Bengal,98459,26031,70328,2100
15311,12/08/2020,West Bengal,101390,25846,73395,2149
15312,13/08/2020,West Bengal,104326,26003,76120,2203
15313,14/08/2020,West Bengal,107323,26447,78617,2259
15314,15/08/2020,West Bengal,110358,26850,81189,2319
15315,16/08/2020,West Bengal,113432,27219,83836,2377
15316,17/08/2020,West Bengal,116498,27299,86771,2428
15317,18/08/2020,West Bengal,119578,27402,89703,2473
15318,19/08/2020,West Bengal,122753,27535,92690,2528
15319,20/08/2020,West Bengal,125922,27678,95663,2581
15320,21/08/2020,West Bengal,129119,27696,98789,2634
15321,22/08/2020,West Bengal,132364,27804,101871,2689
15322,23/08/2020,West Bengal,135596,27900,104959,2737
15323,24/08/2020,West Bengal,138870,28069,108007,2794
15324,25/08/2020,West Bengal,141837,27694,111292,2851
15325,26/08/2020,West Bengal,144801,27349,114543,2909
15326,27/08/2020,West Bengal,147775,26954,117857,2964
15327,28/08/2020,West Bengal,150772,26709,121046,3017
15328,29/08/2020,West Bengal,153754,26349,124332,3073
15329,30/08/2020,West Bengal,156766,25996,127644,3126
15330,31/08/2020,West Bengal,159785,25657,130952,3176
15331,01/09/2020,West Bengal,162778,25280,134270,3228
15332,02/09/2020,West Bengal,165721,24822,137616,3283
15333,03/09/2020,West Bengal,168697,24445,140913,3339
15334,04/09/2020,West Bengal,171681,24039,144248,3394
15335,05/09/2020,West Bengal,174659,23654,147553,3452
15336,06/09/2020,West Bengal,177701,23390,150801,3510
15337,07/09/2020,West Bengal,180788,23218,154008,3562
15338,08/09/2020,West Bengal,183865,23216,157029,3620
15339,09/09/2020,West Bengal,186956,23254,160025,3677
15340,10/09/2020,West Bengal,190063,23341,162992,3730
15341,11/09/2020,West Bengal,193175,23377,166027,3771
15342,12/09/2020,West Bengal,196332,23461,169043,3828
15343,13/09/2020,West Bengal,199493,23521,172085,3887
15344,14/09/2020,West Bengal,202708,23624,175139,3945
15345,15/09/2020,West Bengal,205919,23693,178223,4003
15346,16/09/2020,West Bengal,209146,23942,181142,4062
15347,17/09/2020,West Bengal,212383,24147,184113,4123
15348,18/09/2020,West Bengal,215580,24336,187061,4183
15349,19/09/2020,West Bengal,218772,24509,190021,4242
15350,20/09/2020,West Bengal,221960,24648,193014,4298
15351,21/09/2020,West Bengal,225137,24806,195972,4359
15352,22/09/2020,West Bengal,228302,24898,198983,4421
15353,23/09/2020,West Bengal,231484,24971,202030,4483
15354,24/09/2020,West Bengal,234673,25101,205028,4544
15355,25/09/2020,West Bengal,237869,25221,208042,4606
15356,26/09/2020,West Bengal,241059,25374,211020,4665
15357,27/09/2020,West Bengal,244240,25544,213975,4721
15358,28/09/2020,West Bengal,247425,25723,216921,4781
15359,29/09/2020,West Bengal,250580,25899,219844,4837
15360,30/09/2020,West Bengal,253768,26064,222805,4899
15361,01/10/2020,West Bengal,257049,26332,225759,4958
15362,02/10/2020,West Bengal,260324,26552,228755,5017
15363,03/10/2020,West Bengal,263634,26865,231699,5070
15364,04/10/2020,West Bengal,266974,27130,234712,5132
15365,05/10/2020,West Bengal,270331,27439,237698,5194
15366,06/10/2020,West Bengal,273679,27717,240707,5255
15367,07/10/2020,West Bengal,277049,27988,243743,5318
15368,08/10/2020,West Bengal,280504,28361,246767,5376
15369,09/10/2020,West Bengal,284030,28854,249737,5439
15370,10/10/2020,West Bengal,287603,29296,252806,5501
15371,11/10/2020,West Bengal,291194,29793,255838,5563
15372,12/10/2020,West Bengal,294806,30236,258948,5622
15373,13/10/2020,West Bengal,298389,30604,262103,5682
15374,14/10/2020,West Bengal,302020,30988,265288,5744
15375,15/10/2020,West Bengal,305697,31505,268384,5808
15376,16/10/2020,West Bengal,309417,31984,271563,5870
15377,17/10/2020,West Bengal,313188,32500,274757,5931
15378,18/10/2020,West Bengal,317053,33121,277940,5992
15379,19/10/2020,West Bengal,321036,33927,281053,6056
15380,20/10/2020,West Bengal,325028,34584,284325,6119
15381,21/10/2020,West Bengal,329057,35170,287707,6180
15382,22/10/2020,West Bengal,333126,35579,291303,6244
15383,23/10/2020,West Bengal,337283,36064,294911,6308
15384,24/10/2020,West Bengal,341426,36471,298587,6368
15385,25/10/2020,West Bengal,345574,36807,302340,6427
15386,26/10/2020,West Bengal,349701,37017,306197,6487
15387,27/10/2020,West Bengal,353822,37190,310086,6546
15388,28/10/2020,West Bengal,357779,37172,314003,6604
15389,29/10/2020,West Bengal,361703,37111,317928,6664
15390,30/10/2020,West Bengal,365692,37094,321873,6725
15391,31/10/2020,West Bengal,369671,36999,325888,6784
15392,01/11/2020,West Bengal,373664,36886,329937,6841
15393,02/11/2020,West Bengal,377651,36761,333990,6900
15394,03/11/2020,West Bengal,381608,36576,338075,6957
15395,04/11/2020,West Bengal,385589,36443,342133,7013
15396,05/11/2020,West Bengal,389576,36246,346262,7068
15397,06/11/2020,West Bengal,393524,35953,350449,7122
15398,07/11/2020,West Bengal,397466,35557,354732,7177
